w,y,square_meters,bathrooms_number,lift,rooms_number,other_features,total_floors_in_building,car_parking,availability,condominium_fees,year_of_construction,conditions,zone,floor,heating_centralized,energy_efficiency_class
1,457000,115,2,yes,4,optic fiber | video entryphone | security door | balcony | single tv system | furnished | cellar | window frames in double glass / pvc,9,no,available,167,1960,good condition / liveable,quartiere feltre,6,central,NA
1,1490000,245,3,yes,5,video entryphone | alarm system | balcony | terrace | full day concierge | centralized tv system | cellar | shared garden,11,1 in garage/box,available,320,1950,good condition / liveable,solari,5,central,e
1,689000,100,2,yes,3,security door | balcony | cellar,9,no,available,No condominium fees,NA,new / under construction,navigli - darsena,1,central,g
1,120000,42,1,no,2,kitchen | balcony | furnished | shared garden | window frames in double glass / wood,3,no,available,30,1965,good condition / liveable,ponte lambro,2,independent,g
1,410000,50,1,yes,2,electric gate | optic fiber | video entryphone | security door | terrace | full day concierge | centralized tv system | shared garden | window frames in double glass / wood | double exposure,8,no,available,NA,1960,excellent / refurbished,morgagni,1,central,NA
1,780000,215,2,no,5+,electric gate | fireplace | attic | optic fiber | security door | external exposure | balcony | centralized tv system | private garden | window frames in double glass / metal,2,"1 in garage/box, 1 in shared parking",available,NA,1970,good condition / liveable,precotto,ground floor,independent,f
1,670000,45,1,yes,1,security door | closet | full day concierge | furnished | shared garden,5,no,NA,NA,1969,excellent / refurbished,brera,4,central,g
1,650000,82,2,no,3,optic fiber | video entryphone | security door | closet | centralized tv system | partially furnished | window frames in double glass / wood | double exposure,4,no,available,200,1940,excellent / refurbished,piave - tricolore,mezzanine,central,f
1,298000,41,1,yes,2,electric gate | optic fiber | security door | internal exposure | centralized tv system | window frames in triple glass / metal,5,no,available from 30/11/2026,50,NA,good condition / liveable,porta romana - medaglie d'oro,ground floor,independent,g
1,645000,115,1,yes,3,hydromassage | tennis court | electric gate | tavern | optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | full day concierge | pool | centralized tv system | furnished | shared garden | window frames in double glass / wood | double exposure,2,1 in garage/box,NA,250,2000,excellent / refurbished,san siro,1,independent,d
1,444000,81,1,yes,3,electric gate | video entryphone | security door | balcony | full day concierge | shared garden | double exposure,4,no,available,200,2025,new / under construction,quartiere forlanini,3,central,a
1,780000,105,2,no,3,fireplace | optic fiber | security door | centralized tv system | window frames in double glass / wood | double exposure,3,no,available,170,1880,excellent / refurbished,missori,2,independent,g
1,850000,154,2,yes,5+,fireplace | optic fiber | video entryphone | security door | closet | balcony | terrace | half-day concierge | centralized tv system | partially furnished | cellar | window frames in double glass / wood | double exposure,6,no,available,320,1950,good condition / liveable,monte rosa - lotto,4,central,f
1,435000,92,1,yes,3,electric gate | optic fiber | video entryphone | security door | closet | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure,8,no,available,230,1960,good condition / liveable,monte rosa - lotto,2,central,g
1,265000,46,1,yes,2,optic fiber | security door | external exposure | single tv system | furnished | window frames in double glass / pvc,5,no,available,NA,1900,excellent / refurbished,rovereto,1,central,f
1,440000,50,1,no,2,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | full day concierge | centralized tv system | window frames in double glass / pvc,1 floor,no,NA,NA,2023,excellent / refurbished,arco della pace,ground floor,independent,b
1,270000,60,1,yes,2,security door | full day concierge | centralized tv system | cellar | shared garden | double exposure,6,no,available,NA,1961,good condition / liveable,bande nere,ground floor,central,g
1,280000,105,1,yes,4,electric gate | optic fiber | security door | balcony | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal | double exposure,6,no,available,No condominium fees,1973,good condition / liveable,bisceglie,1,central,g
1,270000,70,1,no,3,electric gate | attic | optic fiber | video entryphone | security door | closet | centralized tv system | partially furnished | shared garden | window frames in double glass / pvcdouble exposure,2,no,available,120,1940,excellent / refurbished,affori,2,independent,e
1,750000,110,3,yes,4,hydromassage | electric gate | tavern | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in triple glass / wood,2,no,available,NA,NA,excellent / refurbished,quadronno - crocetta,ground floor,independent,c
1,1250000,125,2,yes,3,electric gate | optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure,6,no,available from 01/01/2025,400,1960,excellent / refurbished,ticinese,4,central,d
1,310000,50,1,yes,2,security door | external exposure | centralized tv system | furnished | window frames in double glass / pvc,8,no,available,125,1930,excellent / refurbished,plebisciti - susa,3,central,d
1,340000,75,1,yes,3,electric gate | security door | closet | balcony | half-day concierge | centralized tv system | cellar | window frames in double glass / wood | double exposure,4,no,available,235,1960,good condition / liveable,giambellino,2,central,f
1,450000,124,2,yes,3,"kitchen | balcony | furnished | window frames in triple glass / wood | exposure south, west",6,1 in garage/box,available,100,2015,excellent / refurbished,baggio,1,central,b
1,647700,129,1,yes,4,optic fiber | video entryphone | security door | balcony | half-day concierge | centralized tv system | cellar | window frames in double glass / wood | double exposure,7,no,NA,375,1929,good condition / liveable,città studi,1,central,f
1,315000,70,1,yes,3,optic fiber | alarm system | security door | balcony | centralized tv system | cellar | window frames in double glass / metal | double exposure,7,no,available,180,1960,NA,cenisio,1,central,f
1,139000,25,1,yes,1,electric gate | optic fiber | security door | internal exposure | centralized tv system | partially furnished | window frames in double glass / pvc,6,no,available from 01/11/2024,50,1920,excellent / refurbished,dergano,5,independent,g
1,320000,100,1,no,3,electric gate | optic fiber | alarm system | security door | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / wood | double exposure,4,1 in garage/box,available from 31/12/2024,200,1957,excellent / refurbished,bruzzano,mezzanine,central,f
1,195000,65,1,no,3,optic fiber | video entryphone | closet | balcony | centralized tv system | shared garden | window frames in double glass / metal | double exposure,2,no,available,80,1920,to be refurbished,lambrate,2,independent,NA
1,344000,43,1,no,2,fireplace | optic fiber | video entryphone | closet | centralized tv system | partially furnished | window frames in glass / wood | double exposure,5,no,available from 30/09/2023,150,1900,excellent / refurbished,navigli - darsena,3,independent,f
1,130000,45,1,no,2,NA,4,no,available,183,1965,good condition / liveable,cimiano,mezzanine,central,g
1,397000,88,2,no,3,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | terrace | centralized tv system | cellar | private garden | window frames in double glass / pvc,1 floor,"1 in garage/box, 1 in shared parking",available,150,2024,new / under construction,crescenzago,ground floor,independent,b
1,480000,105,1,no,3,optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | centralized tv system | cellar | window frames in double glass / pvcdouble exposure,1 floor,no,available,170,NA,excellent / refurbished,monte stella,1,central,f
1,355000,110,1,yes,4,balcony | furnished,4,no,NA,250,1972,good condition / liveable,bisceglie,1,central,g
1,635000,123,2,yes,4,optic fiber | video entryphone | alarm system | security door | balcony | centralized tv system | furnished | cellar | window frames in glass / wood | double exposure,6,no,NA,250,1960,excellent / refurbished,città studi,5,central,NA
